,NPERS,NACTIFS,REVMEN,REVMENMN,REVMENMX,COEFFUC,REVMENUC,REVMENMNUC,REVMENMXUC,CJACTOCCUP,MNAIS,ANAIS,AGE,ANARRIV,AGARRIV,RABSP,NOIK1,NOIK2,NBENFM3,NBENF3A17,NBENF18P,TOTREVEN,DUDET,DEBDETM,DEBDETA,TPSINT,DATANT,DAMOIS,TRAJET,POURCLIEN,ANETA,HH,HHTOT,JOURTR,NBSAME,NBDIMA,DEBUTM,FINM,DEBUT2H,DEBUT2M,FIN2H,FIN2M,NBNUIT,NBASTR,COMBIEN,TPMAISON,CONGE,ATMAL,NBRKM,DATACCM,DATACCA,NBJARR,RESTMAIN,INFOH,FINETUD,SUPH,SUPA,DEBUTH,FINH,REVMENS,KMANNU,TPSINFO,AGFINETU,ANFINETU,WHO,pondcal,pondqaa,duree_cessation,tps_interim,tps_contrat,anciennete,debut_contrat,revannu_drap,revannu,revmensc,revmenscc_drap,fprov,C1C_1,C1C_2,C1C_3,C1C_4,C1C_5,C1C_6,C1C_8,C1C_9,C1D_1,C1D_2,C1D_3,C1D_4,C1D_5,C1D_6,C1D_8,C1D_9,TYPMEN5_2,TYPMEN5_3,TYPMEN5_4,TYPMEN5_5,TYPMEN15_11,TYPMEN15_21,TYPMEN15_23
DEBDETA,-0.00016481043144686827,-0.0061806783219869625,-0.07886329117126667,-0.07613451174676075,-0.0791264151455959,-0.021654693031821753,-0.07242759897607644,-0.06939592178995231,-0.07318739238108786,-0.042077248536433055,-0.00032934447444735014,0.1321393302888973,-0.1324601960914073,0.05055192513974087,0.06065244156374988,-0.006287128837620339,0.02502743917827041,0.00832416747426856,0.022970540809452836,-0.002885288210414046,-0.022691675882579004,-0.05025390218032138,0.06337246902018595,0.9013371561419072,1.0,-0.00420961993703508,0.029805242342718443,0.24819893477295854,-0.006957477943935317,-0.04554348130781892,0.0687576942567107,-0.12299527562655244,0.007061883019378483,-0.06920352662069804,-0.051512795817407156,-0.031420142929373715,-0.01574868081322303,0.0024157599093436394,0.03314297249840726,0.025404652658513018,0.032168437182884965,0.022685627310091754,-0.020330058703283888,-0.014298996673415386,-0.023090581519216412,-0.018049447817904567,-0.0932903346051616,-0.030063329820629838,-0.055263998474109365,-0.0016674524402587954,-0.004061182470145186,-0.006032484005649638,-0.017877271208952727,-0.03460476326028068,-0.01735108342320495,-0.017502264892803158,-0.006408126433396799,0.028893830479095575,-0.021421269116415512,-0.04938891729149081,-0.05284102444136275,-0.07374084613587646,-0.007207791549915326,-0.03179780041786657,0.03486011369526342,0.014322590248208169,0.014509911606224571,-0.004550542848991659,-0.016674204600091464,0.4480231818371369,-0.23897244668012652,0.4102333643921176,-0.0016749112935692749,-0.017137428360438245,-0.0486795664181798,0.036198613587700025,-0.0035996054706441526,0.03255125278137312,0.011275575445291041,-0.006745104210109992,-0.017264438735570126,-0.012432391566964306,-0.012296811627992999,0.004137723883969985,-0.003627558252289388,0.028184996634994915,0.015565698206223605,-0.010414368616819094,-0.008950856630250711,-0.012870655354424334,-0.014771186433035351,-0.0010194846635656753,0.006299664551584625,-0.003414615843276964,0.02663745227954224,-0.03916791842904684,0.025134030237658377,-0.0017072013137276899,-0.0029570825104931623,-0.0017072013137276899
TPSINT,0.002381479552892397,-0.0048941481959460615,-0.0066590670919584715,-0.006729926094296351,-0.006419214273747781,-0.002253665346902525,-0.006879411268795691,-0.006927018323787291,-0.006659539881505167,-0.002732178432911648,-0.005465053142790912,0.0022635352751986812,-0.0021695226475273014,-0.0038159925722236524,-0.003028274430084729,-0.00106082098640257,-0.002328091624185042,0.002806505917875471,-0.004636880451856041,0.007755524763782236,-0.005723999069978694,-0.008217867018481966,0.0023248270235046533,-0.003794260375636361,-0.00420961993703508,1.0,0.0017328400554882065,0.01333100547667309,-0.0019995895694613773,-0.002738245599583881,-0.0025210438620449365,0.0008846624256438136,-0.0029695977916913414,7.612835869210191e-07,-0.005906719690602054,-0.007485077971496966,0.00038899399955594243,0.0013790401102671526,-0.003815739549887537,-0.0022202221360785447,-0.0037752759975898755,-0.002289176728252076,-0.003374216311043666,-0.002628798516505543,-0.00267465892852463,-0.005334902691735781,-0.01594310179108409,-0.0034750479439448856,-0.003776704517981854,0.0073745525500809785,0.007695342148398556,-0.0012411697882077305,-0.0012625027622329352,-0.005096376948845922,6.908231478434503e-05,-0.0017028231820909357,-0.0005680829787383211,-0.01031922987256903,-0.008466355959902019,-0.002317956044822764,-0.004916042431532586,-0.005433136484450241,0.000766383924484385,-8.512765598446945e-05,0.00297467271565275,0.014335469473270086,0.01551368891081021,-0.0018861262163340773,0.20275457784543607,0.006268133404726567,-0.01450883279993149,-0.0017320868346837029,-0.00010070197419277958,-0.0010303667275452003,-0.002443483691711376,-0.0030147597289115866,-0.001936439658327805,-0.003352064133891217,-0.00285898472266797,0.007003639503742364,0.0043700080936188304,-0.0038391477425735467,-0.002185355832239352,-0.0007170884027988136,-0.0008916640901669674,-0.0028612097028642377,-0.002242876903666172,0.0009027880101491658,0.003187596387852332,0.004835022690331707,-0.0029011262661185755,-0.0007735505564209866,-0.0008614579120904238,-0.00020529956293694802,-0.0012209965762772022,0.0032527110024669127,-0.003837374103651174,-0.00010264337179942324,-0.00017779093603400144,-0.00010264337179942325
DATANT,0.028650862364000537,0.009557078144447256,-0.007740170272868501,-0.006222583855207173,-0.008857638721746367,0.008785466743160804,-0.01471339989063426,-0.013187004570447032,-0.01565842496464529,0.01858136644718711,-0.008256369511516959,0.09660971575389594,-0.09648767204433316,0.006615476606554168,0.005401063925427548,0.0031238640328403702,-0.031785140784915844,0.039322793348527084,0.04415028476098259,0.024642856217693156,-0.024401574598997645,0.00031274264616333103,0.0016183331609618346,0.02390776291412681,0.029805242342718443,0.0017328400554882065,1.0,0.10689798949127345,0.0027668693454675863,0.006170396372907764,0.035671816046993765,0.012751330078808494,0.010381612447306843,0.01125893677874887,0.013262998104393539,-0.0033891284610021197,-0.001340597341098914,-0.010771001073173907,-0.005815261100773411,0.0019703201246645406,-0.0025110984027542573,0.009244975085600559,-0.000441483674950447,0.0028699887676333947,0.0023240648545253613,0.0012152147463519525,-0.016078824303016843,0.003447480036002414,0.012054154365102548,0.016958695245806142,0.017914576417832614,0.0035665838372920824,0.002368894940062034,-0.00655322478385294,-0.052556987859371615,-0.005423865450195507,0.001454247489421268,0.006586683035706922,0.018505658289704286,-0.0022696624781534504,0.018729075606822777,0.003751530068217965,-0.09194284066465296,-0.12400163529657747,0.04932313755325476,0.024108106511208163,0.023215634128895286,0.004157876413706495,-0.022843919709042163,-0.02205038461501807,-0.08207808485720702,0.010045220055288349,0.02162816420325742,0.003312807745756994,0.0006436098294276019,0.050994712783229215,-0.011444201387138373,0.003748720992264604,0.0202453593443662,0.009850989278958064,0.005706552576922255,0.0016093676839066234,0.006288553034354343,0.00016819920949869482,0.001557138357486205,0.010345707681290823,0.01190824231054666,0.007514429939143702,0.0076132891710016205,0.00581753101023756,0.010381788545514114,0.0016416708251580131,0.002057823896169994,0.001003307584109116,-0.03279919509419173,0.029249591138280236,0.0026666237820502864,-0.0010480512630774517,0.0013965400055021017,-0.000412287681206429
DAMOIS,0.009251857084931129,-0.0029357633714952223,-0.08437514630284582,-0.0789260673776718,-0.0868668068896907,-0.06704532359390185,-0.07535486467080875,-0.06965354774022627,-0.07836302264504427,0.0006546405374890892,-0.00731762766894671,0.37326607174655646,-0.37279022129007794,0.06597348272437732,0.08062302790629458,0.002013264252495704,0.0006619449945979408,0.08979479346627187,0.15624715186812593,0.0019148435159748011,-0.1049182567312957,-0.044885727355785096,0.014333590466951844,0.2687646485870246,0.24819893477295854,0.01333100547667309,0.10689798949127345,1.0,0.04663359407660181,-0.0076586031509710524,-0.03753130756939982,-0.05651624008516622,0.014908778813715608,-0.015405028498642222,0.03470553735225319,-0.006745519145094117,-0.02802742978023711,-0.027414365266240595,0.0353635675003363,0.02473389072249393,0.03169309679615666,0.02102840807792563,-0.012913251101298538,-0.012157373351252474,-0.011660284773015138,-0.03178466106384439,-0.17820618203667532,-0.022244923907859863,-0.005587736542760949,0.04080329540944787,0.02993620211994962,-0.0006360050585475716,-0.0039392809464809725,-0.021579293580312155,-0.0025523640931472973,-0.043085982532827326,-0.0037076231439212085,0.01564736107877953,0.0012035034611518223,-0.07124577332322658,0.024016446601088835,-0.048533509543512335,-0.0027529126913415124,-0.02853990533124132,0.035058523334152394,0.09725794116403172,0.0918902505783935,-0.007268373283676843,0.056864984727421575,0.08636944673654916,-0.6243229971413738,0.04057824699459446,0.025777947876205645,0.006523662630257181,-0.04827100163909155,0.03074868394030644,-0.011223267434228424,0.027334717289854527,0.008533260450346246,-0.007377719742231658,-0.0002698732852955884,-0.01777127621349352,-0.008035567325020176,-0.005239617167067368,-0.0032030473898239783,0.025690902004824583,-0.0011568133599626717,0.0028051063423604064,-0.0032805391631390303,-0.010779665954877289,-0.005075448569574726,-0.0009110719229072213,-0.0027291742295726474,0.008974163830942112,-0.006385119652578725,-0.004317821028177868,0.01822879105310133,-0.004087223054942602,0.012722113675064473,-0.004087223054942602
TRAJET,0.000966883520548692,-0.02160995994966539,-0.015226431155150827,-0.015994800899444526,-0.01414664554048341,1.8923311333347998e-06,-0.01443344196717087,-0.01517120246979117,-0.013414063199137459,-0.036275744741394174,6.8728767880177826e-06,-0.007711408694194545,0.007554748185744884,0.03551897050959622,0.03218240490729044,0.010233219810225475,0.010414299554368206,0.03210084048376071,0.004569523162622141,0.005815205305354385,-0.009690020847521318,-0.016931808556725127,-0.0034910690563584998,-0.002834018617672159,-0.006957477943935317,-0.0019995895694613773,0.0027668693454675863,0.04663359407660181,1.0,0.06373836274284181,-0.1201925380802081,0.01634804885839079,-0.011072134663574757,0.018055240554252856,-0.0012672737185778844,-0.019783947350433283,-0.014677232462514364,-0.03802121053422284,0.01875348815284785,-0.0006559079722271301,0.020109890489791834,-0.0019191939287784444,-0.02798554533763312,0.0010261022809097918,0.006091303493415914,0.05984680324805052,-0.08158276320922467,0.003267419752272178,0.1981250815885732,0.01562920323464142,0.016082152747865397,0.012884602454696224,-0.0023150194871149952,-0.024584132256833993,-0.022489345161395242,-0.02377870942212711,-0.0014319963624099682,0.00517366092829801,0.03162770509631038,-0.017560100463433016,0.20954604139418195,-0.051214317095221444,0.007764447751298769,0.003181176883977651,-0.008994856325441128,0.051629425512551355,0.0434099034508875,0.01369507409956972,0.006278507283455308,-0.0077953901868600675,-0.07706514633403967,-0.009036444406874141,-0.007838819543673969,0.014502457999929998,-0.002839058762926761,-0.04430046828476168,-0.02263316234203334,0.014754909414907917,-0.01078115322056316,0.005879845404376696,-0.012439496583943745,-0.01073060745616061,-0.012500156187249924,0.00019095331549920383,0.00045182946000767025,0.023642573493318983,-0.010810472793524255,0.002760755728083364,-0.008683995530302578,-0.014930472686138384,-0.007477725374906905,-0.0046552483965145415,0.0015884918906948905,-0.002213819076300317,0.005353090389784462,-0.008771831643138784,0.00745357373922788,-0.0016848300969589166,-0.0017827009286101344,-0.0013397616333308457
POURCLIEN,0.003324743876283371,-0.020239633905835545,0.016613973198343835,0.012046974876707278,0.020157186205016907,0.005550572410493913,0.016255162052891604,0.011246570548520423,0.020202536551357553,-0.012496691901710379,0.007721982409003411,-0.04884661257789636,0.04866115695095839,-0.007752987555873829,-0.006307375466740211,-0.0009067621138239794,0.00845069509350019,0.04718637302467976,-0.01537789450674407,0.0023561212986061304,0.00959411438315234,-0.004168844939592694,-0.0045853181123188275,-0.04104974536406799,-0.04554348130781892,-0.002738245599583881,0.006170396372907764,-0.0076586031509710524,0.06373836274284181,1.0,-0.4204929171408586,0.1485789918792712,0.03647472781691222,0.141581039821383,0.17167444045686495,0.15381582828806328,-0.013434550994387466,-0.04212601191854409,0.026366022875935535,-0.0005040378426090256,0.024946331661793605,0.0029417271898195697,-0.0021064047424809223,0.020536987337686913,-0.047228552287569545,0.034315515660953005,-0.13695941494768912,-0.025580546580737377,0.12751781727736933,0.0014855231584514292,-0.004549848625755687,-0.009858238719821052,-0.002568275455537718,-0.0038127176058224345,-0.016332119115524804,0.28329079655286543,0.021196825688503534,-0.013896246100988512,0.054843508276052076,-0.11229312055272968,0.11031592294930082,-0.030047845888648818,-0.003639057041483788,0.0030262544770868894,0.019199615471726397,0.013139165760260217,0.018188100526683616,-0.013359755572884225,-0.01084612579180226,-0.02364144470238277,-0.008743367197333577,-0.018739284201152343,0.05053196591591558,0.0947257566988519,-0.016756583211789414,-0.12270757114728086,-0.014665457762887872,0.01000238464413154,0.025728515180176985,-0.010921987299108872,-0.02421325552345408,-0.011948090786119109,-0.008162229077807717,-0.006024257936941939,-0.005092948763233117,0.018030109625271185,0.0245828735970576,-0.009507722344603883,-0.025964825534344982,-0.004445375495081191,-0.01789651409357773,-0.007277785644542852,-0.009631963040464007,-0.002221116620259012,0.006160660669797242,-0.011430893838550725,0.010345625340642288,-0.001110488964524208,-0.0019235033787081473,-0.001110488964524208
ANETA,0.014581319535914666,0.056505125061639024,0.028765449210979423,0.03936834184429027,0.01872619198222332,-0.0007101333364036307,0.026283560373193522,0.03717640039858353,0.016091179036535827,0.057696383626306275,0.0041151191921830945,0.12852500923687593,-0.1283074459593481,-0.04761538684565215,-0.05465762603847752,0.00814670633818836,-0.04993918163009192,-0.10289299874594623,0.04740891008801945,0.014262973114134712,-0.030595059054376355,0.05527403651717339,0.0016801872577084345,0.06262939832425485,0.0687576942567107,-0.0025210438620449365,0.035671816046993765,-0.03753130756939982,-0.1201925380802081,-0.4204929171408586,1.0,-0.11634194326325496,-0.03869703682943484,-0.1423805242865366,-0.27347032095296725,-0.1857848447182704,0.04320160268203756,0.08060788797177922,-0.10891826666474809,-0.024793455215670335,-0.10470481725333497,-0.03650414668135341,0.029873477162983,-0.022462294764358095,0.10162422556303531,-0.036553108627871575,0.31489677387070475,0.06306469445320277,-0.1328220501561353,0.02512677064284333,0.037649509392532955,0.025777277362254887,0.007291491193350936,0.045846113628900564,0.05892139862990745,-0.18279375883804896,-0.06268935809698355,-0.01010693390459037,-0.08500601377094137,0.23461228507582163,-0.09921173659954584,0.14827823829864262,-0.008427410609237187,-0.015238663287075365,-0.017866315236954054,-0.04822228411703002,-0.047027096059179006,0.01720467847797974,0.02382300509885536,0.02614024614977564,0.07232339071209574,0.009916800938333237,-0.015464086529199788,-0.15822609595582132,0.0628872244754024,0.2603390827244634,0.019864571197957735,-0.05349756272205773,-0.03233751201317037,0.046396080584257045,0.056113945934090276,0.0210843536797413,0.013329892248473398,-0.0016920141462841245,-0.001101935343058296,-0.054692280145462284,-0.03756528762800994,0.02908143385711445,0.062430368813525136,0.02144016073078974,0.034239551146951534,0.001133227288024892,0.0016336066845399973,-0.003793673328857202,-0.03493743779589232,0.05714541747574931,-0.04397738761932928,0.0024706022114533415,-0.00595564638005843,0.0027281798252186676
HH,-0.008231608741537893,0.005988764627400167,0.13146580146743472,0.12449597213264668,0.13402280558015783,-0.005464555188874534,0.1288290820419301,0.12160461647169388,0.13177944898644106,0.016578894489484026,-0.002250455061378205,-0.008550867428253953,0.008837143622872504,-0.02890963919922817,-0.03954562590163657,-0.01507125289426542,-0.03164556666856144,0.03381344610177683,0.0001519114792931823,-0.006556825773166863,-0.00744517801360814,0.08129640204636518,-0.01298241510923783,-0.11450335684974379,-0.12299527562655244,0.0008846624256438136,0.012751330078808494,-0.05651624008516622,0.01634804885839079,0.1485789918792712,-0.11634194326325496,1.0,-0.019751914301444476,0.4633986109336742,0.16601956079429084,0.16024389032852726,0.028413711472029025,-0.008944259271994342,-0.05711580623830874,-0.0427508030100895,-0.05596145085849109,-0.03990933900905222,0.08352426095683052,0.11439690651005095,0.08456843111830045,0.10633200331336283,0.049556319509520046,-0.03842214453561108,0.1820295806476993,0.025121446004023662,0.022903898307245395,-0.0051562248545186685,0.014623664398552531,0.06432168405074826,0.024304850934053032,0.09887181774597857,0.0016817822495589537,-0.07426152133172914,0.19557904563213802,0.08475503579078514,0.21196782060979916,0.16482764416168727,-0.007807834933641079,-0.0198676136355384,0.0036124768550703755,0.06070852798933428,0.06187763084591304,-0.02693543846883094,-0.012694225461215162,-0.038942979234067795,0.06669271522849558,-0.0382890712601176,0.004618852913627473,0.07306831796452105,0.11421358355455964,-0.059417398554538634,-0.0076193044868911805,-0.022632528932085214,0.010452263905079277,0.022075149822543112,0.00843867171151601,-0.009145018283542168,-0.006128157471868959,-0.01903979156814312,-0.020766736827985202,-0.021062716922410938,0.004535465332890086,-0.002573330957121892,0.022364373972286505,0.00860401143304342,0.002989695463095389,-0.015141326044034195,-0.017072219661259127,-0.0011392187616971136,-0.004318559894408565,0.011344797698881331,-0.014513830631513933,-0.0008248142775003655,-0.0011339411372312846,-0.00031433334897246006
HHTOT,-0.0006702062109509609,-0.00966313354472191,0.042706774200196744,0.038810536686239926,0.04496362572865271,0.0012744995523685798,0.03921474012839813,0.035696631103093276,0.041265935092976595,0.005543726749845431,0.011725880456348087,-0.0112661052413815,0.011214097158028458,-0.00605119344038989,-0.0035201145648830422,-0.00380034568993408,-0.0077931645201072255,0.0002782031679258596,-0.00875115921676208,0.0007545928915053087,0.0014966069992174173,0.021007671628550002,-0.0030788359870224163,0.006471785683723454,0.007061883019378483,-0.0029695977916913414,0.010381612447306843,0.014908778813715608,-0.011072134663574757,0.03647472781691222,-0.03869703682943484,-0.019751914301444476,1.0,-0.009725105694254917,0.051813348053279626,0.033378778106033194,-0.005237502757303377,-0.005963287787076959,0.013904869058745028,0.010045089836420315,0.014967940601602652,0.008416801265435186,0.0037195888102333585,0.03888876018031779,0.04658861754627196,0.038409636735611805,-0.051776426142872256,-0.01543311331805811,0.0005420835928580459,-0.007973535370852866,-0.0042904820890029335,-0.008710377341857135,0.003173266666754061,-0.0035932072824065497,0.0016606210948669283,0.04438036173190486,-0.007151466101521714,0.03140992336303357,0.03636607943720916,-0.00579226028751969,0.0026726880681791887,-0.0068335153661058575,-0.0027423074849950426,-0.011818101463849642,0.01934271431174419,-0.003291964151387125,-0.0013805552956398742,-0.010717238971325314,-0.008214382413499748,0.0011690066053341728,-0.01713228398846209,0.005138202131995793,-0.004576435025804845,0.008069266822968525,0.0013720247403544263,-0.0046279464055965025,-0.005193603143613382,0.02161072897429258,0.0013382078234790498,-0.00226471368046665,-0.001960705799174273,-0.009907192406480306,-0.00012129789988082353,-0.008052580131638551,-0.0036885321081437062,0.008680278913005346,0.009268061768339324,-0.013216297094730422,0.0075049391591254025,-0.0021395046778716494,-0.007920069844788049,-0.003896737356927075,-0.0015966604641422483,-0.002596638133935958,0.008503967315650651,-0.016021419092086226,0.014289455290214501,-0.0012982379971846552,-0.002248707779839947,-0.0012982379971846554
JOURTR,-0.027141423626989583,0.015718735791129885,0.0002039427230938502,0.0002815150766117713,0.00013120309003841415,-0.014160485634697474,0.006599573553919845,0.006453437005033423,0.006553290898856149,-0.02629245518283374,-0.006123091194778952,-0.03397011546205452,0.033491592453195156,0.021467877200669304,0.013319759309126874,0.00029235787476629876,0.03014629431258683,0.07883000820470304,-0.03770626887458227,-0.03971761507734324,0.021378248097618378,0.0018745744366175437,-0.000230983169496821,-0.0662352592900193,-0.06920352662069804,7.612835869210191e-07,0.01125893677874887,-0.015405028498642222,0.018055240554252856,0.141581039821383,-0.1423805242865366,0.4633986109336742,-0.009725105694254917,1.0,0.2586025819274319,0.1762399170182284,-0.009515809019127373,-0.021864945847106104,0.06889697299931115,0.015589190157083687,0.06820186190655889,0.03745473167642027,-0.04582530910242423,0.04930803485288675,0.016347094430521996,0.037549834775633846,-0.029295541857128488,-0.010044379289260805,0.09598486041190368,0.009644640658423704,0.011142179221383136,0.0015916064165634278,0.013817326864512171,0.0029023659977823434,-0.042574331181976635,0.12659946399619498,0.021027794363982926,-0.09887367356165574,0.10005295669231165,0.007546801625618985,0.11666611569301767,0.03614921100740046,-0.014363965415280806,-0.008342210860256358,-0.011717915945467972,0.0515122927226127,0.04761507411309342,-0.008319010104214219,-0.001817678299894893,-0.02758326656966254,0.022097472000734062,-0.02687020584333055,-0.00793199476896569,0.038004138994033196,0.032298984946711254,-0.07108916554250984,-0.005947741498836239,0.018707478480259453,0.005889891176070215,-0.018598913696678515,-0.01953649770042321,-0.0018166665486232165,0.004826263223613902,0.0009985367187636163,0.00038419578235252255,0.023615961763615804,0.009602291445831315,-0.008403085062154326,-0.029332196048820366,-0.005623148036017008,-0.00690779692084659,-0.002352525132000975,0.0063273168525071494,-0.003374936323712731,0.025839494892553168,-0.042370553257194826,0.032390328323572595,0.001608344827851815,-0.004825576647214291,0.001608344827851819
NBSAME,0.002948800961041914,-0.008349939763358932,-0.06850530029510822,-0.06694180582935212,-0.06802752831877983,-0.002967642186899792,-0.0691084177195066,-0.0676484344944497,-0.06858131157607886,-0.00639749417961664,-0.010802845245704842,0.03190626944738975,-0.031983341872087616,0.024032966088611243,0.03278651026472744,0.010937380880331433,0.0072369041147375916,0.04721228097174389,0.016918588793535156,-0.01145153669641883,-0.005287069101151061,-0.04221633881690382,-0.007314713089368574,-0.04496755500784076,-0.051512795817407156,-0.005906719690602054,0.013262998104393539,0.03470553735225319,-0.0012672737185778844,0.17167444045686495,-0.27347032095296725,0.16601956079429084,0.051813348053279626,0.2586025819274319,1.0,0.6068504018265398,-0.062328267175127364,-0.08758959547040222,0.1355106593777682,0.037292523078169826,0.1319392431540471,0.05918701901308936,0.19899979742997104,0.07265411507067147,0.006606816971338449,-0.03362159642670626,-0.1696175637634556,-0.0036650818838569865,0.02249440255862751,0.04726018409414537,0.052775923029018894,0.017016524688707724,0.027294841566830222,-0.022221965149175037,-0.05107233050532734,0.13474175652964462,0.033736932271485165,-0.03473313505230139,-0.1076625319801316,-0.10098337443168412,0.030475814789654724,-0.18406154468680735,-0.01243828020660858,-0.004465798432290745,-0.0052586455560321215,0.022530236391091033,0.021643187607110828,0.007983524834279422,-0.023758068812333066,-0.02327713763952128,-0.05765633043219777,-0.012592010444797207,-0.0020356810517687673,0.046721142483191085,-0.04209236154387737,-0.08276912149913158,0.0259350975214074,0.03353839656401699,0.003744070234922576,-0.021735106752947576,-0.02760748839546145,0.006077747883982,0.007728732809106895,-0.016809902904118046,0.0034444552513853343,0.024787083837355173,0.002174940523260738,-0.02077801888586442,-0.02040864554801891,0.004040870368445939,0.00833337248702671,-0.01013712564535571,0.006741183124125814,-0.0012244280131709388,0.0008969979784021505,-0.029246239858720047,0.05159745809623205,0.01399211041386366,0.0012185929495720782,-0.004559280155005719
NBDIMA,0.018129796369215686,0.0018393851767355017,-0.05494190606452705,-0.0532658811600825,-0.05492947445378471,0.015664494059983276,-0.058651528162720824,-0.05718724223991205,-0.05840223913281315,0.012711490742259284,-0.00449306385343626,0.010895461395260054,-0.01063352100888638,0.003595778588645896,0.011711229060654504,0.0052083911242043176,0.00018733371570864546,-0.04012683802465832,0.01244793611040584,-0.0013093126617895739,0.004110641370168892,-0.03664594778159922,-0.009072145823640878,-0.030791403530349176,-0.031420142929373715,-0.007485077971496966,-0.0033891284610021197,-0.006745519145094117,-0.019783947350433283,0.15381582828806328,-0.1857848447182704,0.16024389032852726,0.033378778106033194,0.1762399170182284,0.6068504018265398,1.0,-0.0456428845958438,-0.0749891907652581,0.12947201537550013,0.04789412039903788,0.12452417732424033,0.06988895979010647,0.2932896018849847,0.1008892699375751,0.017353749934868438,-0.025047929377767404,-0.05021798927376299,0.00012054963501212002,0.004831033155622487,0.052507060617273275,0.05779117044156105,0.01875662777187394,0.026747305281437966,-0.008389022928552368,-0.03521088330178273,0.17148955950350953,0.013841785912935105,-0.05650030432298144,-0.18338835071054985,-0.05434752519607126,0.006739751000762249,-0.1919574836026094,-0.012864420769020871,-0.01623699682450269,-0.007276297847586067,-0.026282320854895666,-0.022646552455150838,0.009253739587338631,-0.02111592290138879,-0.009099311598551065,-0.006755203164314239,0.0029965578741016343,-0.013026214548079909,0.02304738909561084,-0.024127275510946938,-0.06411375476456532,0.049347926672551314,0.006848891957844657,-0.0026331522955984985,-0.003885815514585863,-0.003719416713064375,0.0029789588983133455,0.0027235614889866006,-0.009518617287525547,0.01013229451207793,0.002640867777207569,-0.0077409556126836745,-0.00886883375680966,-0.001959621766022063,0.008598463052193793,0.013288314605772497,0.00041293737173092105,0.010587721457825688,0.0002736811268759113,-0.0063683414390234205,-0.014435914614521438,0.03698682949320421,-0.0032445583081128476,0.00218933776116412,-0.003244558308112849
DEBUTM,0.006385876563987105,0.012696906973540706,0.05021372343766912,0.050023676163009,0.0490282000312317,0.006257886079741805,0.045173734670351816,0.04493183091750782,0.044207035267352764,0.0328891662584153,-0.004447118297340296,-0.0026047701741477576,0.002989335595600097,-0.03399650358894881,-0.044153399625854045,-0.004188818592441879,-0.019856265289599294,-0.00311614728323243,0.0037383210924407076,0.006426450661946965,-0.0013117707218592476,0.03611331933444136,-0.008117037786280413,-0.012654931690639892,-0.01574868081322303,0.00038899399955594243,-0.001340597341098914,-0.02802742978023711,-0.014677232462514364,-0.013434550994387466,0.04320160268203756,0.028413711472029025,-0.005237502757303377,-0.009515809019127373,-0.062328267175127364,-0.0456428845958438,1.0,0.26536241466685595,-0.009418379093826831,0.041585338639708466,-0.009976751963772557,0.028346983604592677,-0.03303401061878869,0.0033095516842457265,0.006891444870113747,0.01653857519982374,0.07041732566212534,0.01167793224840293,-0.004592950415206599,-0.01613983968348857,-0.018854054898383727,-0.016209421656621033,0.004620678849798276,0.037522755353775354,0.03745059663711945,-0.010986631156810183,-0.018314268630412137,0.10569711543347311,0.19399308709622992,0.022525598556552274,-0.01818729105664102,0.0889299044686111,0.008169081121475416,-0.004975128655332274,-0.0012588101946373461,-0.014174890501176825,-0.010651446107406645,-0.003443089138207072,-0.01807194709827747,-0.0014016030887267238,0.04185577523931218,-0.005722394752248852,-0.010881494306259912,-0.006759121560175539,0.011962256762462748,0.0036002342103377194,0.01215019497337805,-0.029398402150784528,-0.0038608853522258115,0.01968261692951667,0.02120542901276748,0.0021517851701130623,0.002280808740740217,-0.007271675339999347,-0.007169901299025482,-0.02560004648350515,-0.0076037294588124195,0.01316308982119488,0.02408051157814986,0.0030022534792923713,0.008799486104495473,-0.0094077654182764,-0.0032839298564783757,0.012601587413107943,-0.008080158471926821,0.011934917387503801,-0.007006110367781942,-0.004921971133028795,0.010324021402206642,0.007320615853941299
